2375 841472 1 146 1 139 364 06 1631 1 0 0
2375 841472 1 1033142 1 0 364 0 1631 1 0 0
2375 841472 1 1036325 1 099 364 03 1631 1 0 0
2375 841472 1 101 1 121 364 0 1631 1 0 0
2375 841472 1 8160430 1 15 364 039 1631 1 0 0
2375 841516 1 6249 2 198 364 06 1642 1 0 0
2375 841516 1 1043142 1 157 364 068 1642 1 0 0
2375 841516 1 10983 1 299 364 04 1642 1 0 0
2375 841516 1 1102651 1 189 364 0 1642 1 0 0
2375 841516 1 6423775 1 2 364 079 1642 1 0 0
2375 841516 1 9487839 1 2 364 079 1642 1 0 0
1364 84896261 1 842930 1 219 31742 0 1520 1 0 0
1364 84896261 1 897044 1 299 31742 04 1520 1 0 0
1364 84896261 1 920955 1 309 31742 0 1520 1 0 0
1364 84896261 1 937406 1 25 31742 099 1520 1 0 0
1364 84896261 1 981760 1 06 31742 079 1520 1 0 0
1130 845972 1 833715 2 034 31642 032 1340 1 0 0
1130 845972 1 866950 2 034 31642 032 1340 1 0 0
1130 845972 1 1022843 2 034 31642 032 1340 1 0 0
1130 845972 1 1048462 1 119 31642 08 1340 1 0 0
1130 845972 1 1071333 2 034 31642 032 1340 1 0 0
1173 84945254 1 4399 2 198 412 0 2042 1 0 0
1173 84945254 1 923972 1 067 412 0 2042 1 0 0
1173 84945254 1 1131351 1 088 412 0 2042 1 0 0
98 84951769 1 878302 3 09 337 0 1937 1 0 0
98 84951769 1 965138 2 3 337 8 1937 1 0 0
98 84951769 1 9911 1 125 337 034 1937 1 0 0
98 84951769 1 101 1 039 337 0 1937 1 0 0
98 84951769 1 1087347 1 025 337 0 1937 1 0 0
1172 025264 1 877180 1 229 396 0 0946 1 0 0
1172 025264 1 878664 1 2 396 099 0946 1 0 0
1172 025264 1 930917 2 2 396 078 0946 1 0 0
1172 025264 1 940796 1 359 396 0 0946 1 0 0
1172 025264 1 981760 1 079 396 06 0946 1 0 0
1172 025264 1 999971 1 099 396 03 0946 1 0 0
1172 025264 1 10493 1 444 396 089 0946 1 0 0
1172 025264 1 1045220 2 2 396 078 0946 1 0 0
1172 025264 1 1068719 1 149 396 05 0946 1 0 0
1172 025264 1 1073324 1 359 396 0 0946 1 0 0
1172 025264 1 1075214 1 599 396 3 0946 1 0 0
1172 025264 1 1106523 1 15 396 0 0946 1 0 0
1172 025264 1 1107553 1 1 396 029 0946 1 0 0
1172 025264 1 5569230 1 233 396 226 0946 1 0 0
1172 025264 1 51335 1 379 396 04 0946 1 0 0
1172 025264 1 7167970 1 399 396 1 0946 1 0 0
1172 025264 1 8357687 1 3 396 099 0946 1 0 0
1060 040735 1 0162 1 179 315 0 1251 1 0 0
1060 040735 1 8656 1 375 315 0 1251 1 0 0
1060 040735 1 9617 1 149 315 05 1251 1 0 0
1060 040735 1 833014 1 279 315 02 1251 1 0 0
1060 040735 1 833598 1 22 315 044 1251 1 0 0
1060 040735 1 846550 1 179 315 0 1251 1 0 0
1060 040735 1 42 1 148 315 0 1251 1 0 0
1060 040735 1 865528 1 429 315 0 1251 1 0 0
1060 040735 1 8642 1 368 315 0 1251 1 0 0
1060 040735 1 870929 1 269 315 03 1251 1 0 0
1060 040735 1 873178 2 198 315 04 1251 1 0 0
1060 040735 1 893729 1 25 315 069 1251 1 0 0
1060 040735 1 897306 1 167 315 032 1251 1 0 0
1060 040735 1 8996 1 299 315 02 1251 1 0 0
1060 040735 1 4360 1 099 315 0 1251 1 0 0
1060 040735 1 918086 1 081 315 8 1251 1 0 0
1060 040735 1 924804 1 119 315 12 1251 1 0 0
1060 040735 1 929730 1 259 315 0 1251 1 0 0
1060 040735 1 940922 1 479 315 0 1251 1 0 0
1060 040735 1 9408 1 524 315 0 1251 1 0 0
1060 040735 1 9421 2 278 315 0 1251 1 0 0
1060 040735 1 9515 2 3 315 098 1251 1 0 0
1060 040735 1 964773 2 438 315 0 1251 1 0 0
1060 040735 1 94 1 089 315 0 1251 1 0 0
1060 040735 1 992246 1 125 315 134 1251 1 0 0
1060 040735 1 1602 1 099 315 0 1251 1 0 0
1060 040735 1 1019389 1 189 315 0 1251 1 0 0
1060 040735 1 1416 1 249 315 0 1251 1 0 0
1060 040735 1 1028953 1 524 315 0 1251 1 0 0
1060 040735 1 1039566 1 1 315 0 1251 1 0 0
1060 040735 1 1043301 1 061 315 0 1251 1 0 0
1060 040735 1 1050229 1 068 315  1251 1 0 0
1060 040735 1 10788 1 499 315 1 1251 1 0 0
1060 040735 1 1081189 1 116 315 013 1251 1 0 0
1060 040735 1 101 1 084 315 0 1251 1 0 0
1060 040735 1 1092 2 254 315 0 1251 1 0 0
1060 040735 1 1096743 1 299 315 0 1251 1 0 0
1060 040735 1 1173 2 334 315 164 1251 1 0 0
1060 040735 1 1118 1 359 315 04 1251 1 0 0
1060 040735 1 1110764 1 167 315 032 1251 1 0 0
1060 040735 1 1122532 1 379 315 0 1251 1 0 0
1060 040735 1 1126808 1 274 315 025 1251 1 0 0
1060 040735 1 1128333 1 416 315 118 1251 1 0 0
1060 040735 1 1131488 1 319 315 08 1251 1 0 0
1060 040735 1 5566716 2 466 315 452 1251 1 0 0
1060 040735 1 5569230 1 233 315 226 1251 1 0 0
1060 040735 1 80521 1 459 315 0 1251 1 0 0
1060 040735 1 757 1 099 315 0 1251 1 0 0
1060 040735 1 9487521 1 699 315 0 1251 1 0 0
1060 040735 1 9553288 1 849 315 0 1251 1 0 0
1351 052379 1 3230 1 099 447 03 1955 1 0 0
744 165432 1 5978648 0 0 312 0 1119 1 0 0
212 2086 1 2346 1 125 288 034 1341 1 0 0
212 2086 1 830887 1 229 288 07 1341 1 0 0
212 2086 1 866211 1 27 288 0 1341 1 0 0
212 2086 1 866518 3 15 288 0 1341 1 0 0
212 2086 1 869577 1 167 288 052 1341 1 0 0
212 2086 1 8999 1 179 288 0 1341 1 0 0
212 2086 1 897125 1 2 288 089 1341 1 0 0
212 2086 1 898068 1 269 288 0 1341 1 0 0
212 2086 1 4360 1 099 288 0 1341 1 0 0
212 2086 1 9167 1 399 288 15 1341 1 0 0
212 2086 1 937570 2 198 288 0 1341 1 0 0
