152792 4250525
39522 5045396
400676 5083615
552909 5067204
549662 5061946
442933 5124396
446284 5126605
437893 5114255
441929 5121738
440114 5121964
427818 5081915
428878 508049
436707 5081566
450012 507861
435758 5085438
434959 508483
441482 5121804
372194 5105382
371374 5110187
371113 5104682
44414 5040848
420706 5048775
530271 5093871
601663 5063906
330565 5131708
291708 5123209
384759 5044085
407088 5058317
42874 5108166
411677 510356
423121 5073662
384597 5098377
495112 5114385
361741 5090897
586145 5059242
537484 5102432
485047 5117729
458688 5096019
323696 5074481
5812 4961424
470004 5087886
403883 5093818
557158 5064347
53153 5122173
504288 5097643
325536 5120931
401809 5109103
447258 5103365
327774 5080561
48645 5046819
44543 5039788
345154 5120361
419068 5117676
436208 5083742
311967 5097138
29044 5120644
449854 51223
440836 5068987
449778 5013566
450022 5011959
44233 5007999
44701 500683
435534 5004888
446075 5007833
444025 5010821
443206 5007547
458342 5010956
440495 5008751
430725 5006519
444186 5003373
444749 5004435
443726 5009064
443958 500339
441373 5009866
442989 5007989
343841 4974576
33763 4975341
334488 4972816
826387 4983173
660787 4919478
662783 4915783
66046 4917771
818604 4982753
428737 500534
429429 5005032
494309 5040831
491159 5042547
663391 4913503
287158 5022934
432279 5009291
451839 5005388
442454 5001443
829114 4983471
661085 4919144
661369 4918751
505199 5074227
454463 5000879
675971 4918416
449418 5014684
577089 5003617
449213 500318
458283 5010776
458707 5010629
4268 5010521
456971 5000391
421794 5003376
421319 5003306
411543 5013099
364071 5050496
260293 4967876
448328 4897443
468786 4939507
822385 4980006
594709 4937785
725012 4959411
505764 5076951
766649 4922659
757123 4920408
440292 5007197
583431 5021749
584812 501971
722951 4957336
559094 4939526
446943 4899278
404 5065984
398232 5068999
603256 4935377
508156 5012037
442495 5008514
442583 5008269
444537 5009829
441077 5006291
44395 5005162
440259 5007196
569808 5013916
337951 4974338
317817 5148171
340173 5175104
337758 5174448
344764 5171654
413383 5167751
302157 516554
34548 5163027
394373 5162019
379312 5159419
299674 5159589
299692 5158823
294481 5157429
327414 5156479
302388 5155608
349626 5151437
356703 5149601
320321 514992
327382 514638
323169 5141491
43089 5184628
330984 5251406
381965 5331906
349135 533217
356775 532844
314159 5316808
426745 5313366
299613 5304671
392126 5166556
407571 5179483
313765 5324809
394611 5162059
313022 5153539
318682 514566
399767 5167805
292238 5160275
300959 5157377
382007 5162893
30435 5295051
414531 532128
396824 5163508
357464 5153202
321112 515887
319368 5167197
497912 5178928
364248 5173749
406944 524063
302098 5169319
380893 5328224
462957 5330346
302974 5320362
308129 5319202
307659 5159754
317819 5147871
324371 5152393
384122 5165325
330564 5327394
391108 5162051
320596 5177641
337835 5153363
314114 514984
493306 5169403
251869 5575429
238463 5572281
257745 5570463
246254 5569191
257217 5568324
253381 5568002
257 5567674
260593 5565963
227748 5564237
25642 5567315
249355 5574205
254933 5569403
256618 5567533
207272 5563374
218583 5548036
170626 5571711
135362 5539169
17801 5525063
187629 547685
033869 5541044
03824 5539561
059993 550604
221445 5554564
000156 5745599
05081 5744661
994624 5706982
992175 5704896
988692 5700965
087381 5640588
024585 5620195
954529 5618425
020815 5615741
020617 5615408
869346 5695334
936497 5644841
848005 556243
845616 5550849
845203 5546597
85825 5648818
89842 5613504
823982 5609147
982534 5584675
953616 5571078
972602 5556936
003279 5645781
902966 5656396
912765 5549368
211621 5564252
243699 5566942
975148 571498
997794 5606865
202969 5596892
24403 5584098
005708 5642878
245986 5564516
239073 5562279
250772 5565054
24377 5571654
936142 5506753
888736 5495076
976745 555097
265693 5563164
258942 5602688
256197 5566281
849542 5547963
948138 5524609
080466 5530918
247686 5590328
861245 5636301
040587 5535278
020017 5617835
038628 5540098
969484 5678372
957965 5567485
016083 5612934
207452 5584333
042915 5538224
012278 561815
945816 5550382
228462 5565899
22624 5593498
958906 5574836
980695 5492391
66779 5086696
692695 5091612
677433 5079436
641992 5113975
643737 5119408
644993 5119461
643683 5116579
621186 5132786
656878 5132656
656445 513334
654056 5134719
641542 5137756
648258 5122365
639918 5125299
677617 512266
678805 5122803
682273 5121799
659321 5108788
669856 5122582
681348 5109429
684123 5109414
67534 5116341
675615 512069
717549 5079292
720697 5080006
707512 509024
700646 5097663
707262 5097947
699906 5092178
697413 5094029
687811 5093786
691668 5094997
70745 5074233
715296 5068597
716749 5067799
709754 507331
710213 5073519
72996 5094358
695447 5096108
695624 5093748
693956 5093671
69828 5103163
700336 5103892
740448 513412
747388 5135772
747053 5151435
749256 5152416
746189 515143
754862 5137063
660612 5153582
666466 5166263
662991 514509
662596 5165578
677588 5137052
677109 514324
674928 5156339
67395 5156285
708351 5117237
700355 5116178
704095 5120582
721252 5123552
719871 5126993
712897 5125144
714723 512592
714992 512553
781632 5168088
769105 5153877
783892 5165432
756132 5145414
709992 5164591
719775 5161353
698993 5157331
696881 5165781
712763 5159434
705552 5157753
61535 5075932
714905 5147459
735279 5144229
687717 5140029
717436 5139928
700805 5149741
697495 5148427
686565 5135059
702446 5143712
710109 5150639
716552 5153193
719009 5150934
707385 5152172
68645 5148381
615428 5179044
626452 518322
700137 5105593
612087 5077683
695241 5093884
712136 5098474
724173 5118119
720377 5079479
721838 5148196
670856 5141889
68451 5147413
728346 5129218
644309 5116612
874035 5171347
877138 5170443
801154 5085622
85645 5203487
853295 5202872
85728 5200114
848117 5198094
857101 5195032
762746 5195782
761842 5195185
763155 5196146
767164 5157023
705354 5091222
60842 5077666
766013 516176
690163 509572
648266 5080568
645955 5083355
607711 5083529
000662 5365374
995143 5362312
004499 5360808
00002 535942
004566 5358909
009 5358719
950028 5358236
997638 5357822
993763 5357688
992384 5356376
999055 5356048
004638 5355243
99994 5355052
996368 535497
015406 5354565
010422 5353977
022921 5352334
99999 5349926
020741 5349209
021557 5348632
020677 5348033
99823 5345992
99866 5345693
99811 5342144
021876 5333971
040255 5327492
040871 5324728
067359 5388011
06876 5386958
06876 5386958
068265 5386637
979324 536636
014404 5357029
002597 5354259
998427 5368502
746714 5347125
079441 5410002
037885 5205024
034093 5215323
052186 5216285
052643 5226364
859778 5356943
858942 5352533
858045 5354217
805909 5227222
807012 5226245
804481 5227593
805858 5220564
802427 5229089
989042 5152791
993459 5153658
081056 5242724
821336 5314266
816642 5316038
822984 5317156
825836 5311843
865395 5303157
862937 530487
888768 5306962
862807 5316856
862084 5318204
877119 5306376
880848 530751
880373 5307807
881124 5308143
873968 5313648
982145 5229593
977109 5226574
98675 5216091
979745 5231769
982667 5242662
973562 5241249
973343 5237565
973761 5237505
969102 5234907
976329 5234344
974021 5237656
941351 5477625
939654 5477337
943641 5478321
935606 5210179
870238 5386113
871485 5385159
998797 535553
807222 5352191
811467 5351993
997816 5408905
998689 5407174
008261 5262423
865222 5019041
869727 5013755
874244 5012327
866883 5010852
854945 5010093
860617 5010016
880082 5002126
843476 5000886
857882 4998371
871687 5004774
85348 5016361
82188 5004504
822036 5004891
825211 5006321
824392 5007152
823849 5008198
863198 4987287
865208 4987165
865421 4987105
827134 4999889
827037 4997139
869424 5029961
874247 5018974
891749 5013241
893039 5014175
825899 500019
863391 5015774
863315 5015708
757659 5038002
759247 5035715
699076 4923863
699552 4923376
944709 5131314
945173 5130802
844382 4948471
842193 4947565
822895 4996967
858509 5005184
846957 5055105
864646 4985205
664139 4975699
717451 4934327
713605 4926935
74588 5042975
867731 5058493
864521 5058062
868903 5057236
96832 5055395
776997 4944386
76818 49432
779111 4945378
662179 4973912
836161 496496
876871 5083179
886177 5013048
842158 4945161
848205 4959321
