1.52792,42.50525
3.9522,50.45396
4.00676,50.83615
5.52909,50.67204
5.49662,50.61946
4.42933,51.24396
4.46284,51.26605
4.37893,51.14255
4.41929,51.21738
4.40114,51.21964
4.27818,50.81915
4.28878,50.8049
4.36707,50.81566
4.50012,50.7861
4.35758,50.85438
4.34959,50.8483
4.41482,51.21804
3.72194,51.05382
3.71374,51.10187
3.71113,51.04682
4.4414,50.40848
4.20706,50.48775
5.30271,50.93871
6.01663,50.63906
3.30565,51.31708
2.91708,51.23209
3.84759,50.44085
4.07088,50.58317
4.2874,51.08166
4.11677,51.0356
4.23121,50.73662
3.84597,50.98377
4.95112,51.14385
3.61741,50.90897
5.86145,50.59242
5.37484,51.02432
4.85047,51.17729
4.58688,50.96019
3.23696,50.74481
5.812,49.61424
4.70004,50.87886
4.03883,50.93818
5.57158,50.64347
5.3153,51.22173
5.04288,50.97643
3.25536,51.20931
4.01809,51.09103
4.47258,51.03365
3.27774,50.80561
4.8645,50.46819
4.4543,50.39788
3.45154,51.20361
4.19068,51.17676
4.36208,50.83742
3.11967,50.97138
2.9044,51.20644
4.49854,51.223
4.40836,50.68987
4.49778,50.13566
4.50022,50.11959
4.4233,50.07999
4.4701,50.0683
4.35534,50.04888
4.46075,50.07833
4.44025,50.10821
4.43206,50.07547
4.58342,50.10956
4.40495,50.08751
4.30725,50.06519
4.44186,50.03373
4.44749,50.04435
4.43726,50.09064
4.43958,50.0339
4.41373,50.09866
4.42989,50.07989
3.43841,49.74576
3.3763,49.75341
3.34488,49.72816
8.26387,49.83173
6.60787,49.19478
6.62783,49.15783
6.6046,49.17771
8.18604,49.82753
4.28737,50.0534
4.29429,50.05032
4.94309,50.40831
4.91159,50.42547
6.63391,49.13503
2.87158,50.22934
4.32279,50.09291
4.51839,50.05388
4.42454,50.01443
8.29114,49.83471
6.61085,49.19144
6.61369,49.18751
5.05199,50.74227
4.54463,50.00879
6.75971,49.18416
4.49418,50.14684
5.77089,50.03617
4.49213,50.0318
4.58283,50.10776
4.58707,50.10629
4.268,50.10521
4.56971,50.00391
4.21794,50.03376
4.21319,50.03306
4.11543,50.13099
3.64071,50.50496
2.60293,49.67876
4.48328,48.97443
4.68786,49.39507
8.22385,49.80006
5.94709,49.37785
7.25012,49.59411
5.05764,50.76951
7.66649,49.22659
7.57123,49.20408
4.40292,50.07197
5.83431,50.21749
5.84812,50.1971
7.22951,49.57336
5.59094,49.39526
4.46943,48.99278
4.04,50.65984
3.98232,50.68999
6.03256,49.35377
5.08156,50.12037
4.42495,50.08514
4.42583,50.08269
4.44537,50.09829
4.41077,50.06291
4.4395,50.05162
4.40259,50.07196
5.69808,50.13916
3.37951,49.74338
3.17817,51.48171
3.40173,51.75104
3.37758,51.74448
3.44764,51.71654
4.13383,51.67751
3.02157,51.6554
3.4548,51.63027
3.94373,51.62019
3.79312,51.59419
2.99674,51.59589
2.99692,51.58823
2.94481,51.57429
3.27414,51.56479
3.02388,51.55608
3.49626,51.51437
3.56703,51.49601
3.20321,51.4992
3.27382,51.4638
3.23169,51.41491
4.3089,51.84628
3.30984,52.51406
3.81965,53.31906
3.49135,53.3217
3.56775,53.2844
3.14159,53.16808
4.26745,53.13366
2.99613,53.04671
3.92126,51.66556
4.07571,51.79483
3.13765,53.24809
3.94611,51.62059
3.13022,51.53539
3.18682,51.4566
3.99767,51.67805
2.92238,51.60275
3.00959,51.57377
3.82007,51.62893
3.0435,52.95051
4.14531,53.2128
3.96824,51.63508
3.57464,51.53202
3.21112,51.5887
3.19368,51.67197
4.97912,51.78928
3.64248,51.73749
4.06944,52.4063
3.02098,51.69319
3.80893,53.28224
4.62957,53.30346
3.02974,53.20362
3.08129,53.19202
3.07659,51.59754
3.17819,51.47871
3.24371,51.52393
3.84122,51.65325
3.30564,53.27394
3.91108,51.62051
3.20596,51.77641
3.37835,51.53363
3.14114,51.4984
4.93306,51.69403
2.51869,55.75429
2.38463,55.72281
2.57745,55.70463
2.46254,55.69191
2.57217,55.68324
2.53381,55.68002
2.57,55.67674
2.60593,55.65963
2.27748,55.64237
2.5642,55.67315
2.49355,55.74205
2.54933,55.69403
2.56618,55.67533
2.07272,55.63374
2.18583,55.48036
1.70626,55.71711
1.35362,55.39169
1.7801,55.25063
1.87629,54.7685
0.33869,55.41044
0.3824,55.39561
0.59993,55.0604
2.21445,55.54564
0.00156,57.45599
0.5081,57.44661
9.94624,57.06982
9.92175,57.04896
9.88692,57.00965
0.87381,56.40588
0.24585,56.20195
9.54529,56.18425
0.20815,56.15741
0.20617,56.15408
8.69346,56.95334
9.36497,56.44841
8.48005,55.6243
8.45616,55.50849
8.45203,55.46597
8.5825,56.48818
8.9842,56.13504
8.23982,56.09147
9.82534,55.84675
9.53616,55.71078
9.72602,55.56936
0.03279,56.45781
9.02966,56.56396
9.12765,55.49368
2.11621,55.64252
2.43699,55.66942
9.75148,57.1498
9.97794,56.06865
2.02969,55.96892
2.4403,55.84098
0.05708,56.42878
2.45986,55.64516
2.39073,55.62279
2.50772,55.65054
2.4377,55.71654
9.36142,55.06753
8.88736,54.95076
9.76745,55.5097
2.65693,55.63164
2.58942,56.02688
2.56197,55.66281
8.49542,55.47963
9.48138,55.24609
0.80466,55.30918
2.47686,55.90328
8.61245,56.36301
0.40587,55.35278
0.20017,56.17835
0.38628,55.40098
9.69484,56.78372
9.57965,55.67485
0.16083,56.12934
2.07452,55.84333
0.42915,55.38224
0.12278,56.1815
9.45816,55.50382
2.28462,55.65899
2.2624,55.93498
9.58906,55.74836
9.80695,54.92391
6.6779,50.86696
6.92695,50.91612
6.77433,50.79436
6.41992,51.13975
6.43737,51.19408
6.44993,51.19461
6.43683,51.16579
6.21186,51.32786
6.56878,51.32656
6.56445,51.3334
6.54056,51.34719
6.41542,51.37756
6.48258,51.22365
6.39918,51.25299
6.77617,51.2266
6.78805,51.22803
6.82273,51.21799
6.59321,51.08788
6.69856,51.22582
6.81348,51.09429
6.84123,51.09414
6.7534,51.16341
6.75615,51.2069
7.17549,50.79292
7.20697,50.80006
7.07512,50.9024
7.00646,50.97663
7.07262,50.97947
6.99906,50.92178
6.97413,50.94029
6.87811,50.93786
6.91668,50.94997
7.0745,50.74233
7.15296,50.68597
7.16749,50.67799
7.09754,50.7331
7.10213,50.73519
7.2996,50.94358
6.95447,50.96108
6.95624,50.93748
6.93956,50.93671
6.9828,51.03163
7.00336,51.03892
7.40448,51.3412
7.47388,51.35772
7.47053,51.51435
7.49256,51.52416
7.46189,51.5143
7.54862,51.37063
6.60612,51.53582
6.66466,51.66263
6.62991,51.4509
6.62596,51.65578
6.77588,51.37052
6.77109,51.4324
6.74928,51.56339
6.7395,51.56285
7.08351,51.17237
7.00355,51.16178
7.04095,51.20582
7.21252,51.23552
7.19871,51.26993
7.12897,51.25144
7.14723,51.2592
7.14992,51.2553
7.81632,51.68088
7.69105,51.53877
7.83892,51.65432
7.56132,51.45414
7.09992,51.64591
7.19775,51.61353
6.98993,51.57331
6.96881,51.65781
7.12763,51.59434
7.05552,51.57753
6.1535,50.75932
7.14905,51.47459
7.35279,51.44229
6.87717,51.40029
7.17436,51.39928
7.00805,51.49741
6.97495,51.48427
6.86565,51.35059
7.02446,51.43712
7.10109,51.50639
7.16552,51.53193
7.19009,51.50934
7.07385,51.52172
6.8645,51.48381
6.15428,51.79044
6.26452,51.8322
7.00137,51.05593
6.12087,50.77683
6.95241,50.93884
7.12136,50.98474
7.24173,51.18119
7.20377,50.79479
7.21838,51.48196
