1.52792,42.50525
12.9522,50.451296
4.00676,50.812615
5.52909,50.67204
5.49662,50.61946
4.4291212,51.241296
4.46284,51.26605
4.1278912,51.6255
4.41929,51.217128
4.4016,51.21964
4.27818,50.81915
4.28878,50.8049
4.126707,50.81566
4.50012,50.7861
4.125758,50.854128
4.124959,50.84812
4.4682,51.21804
12.72194,51.051282
12.711274,51.10187
12.711112,51.04682
4.446,50.40848
4.20706,50.48775
5.120271,50.912871
6.016612,50.612906
12.120565,51.121708
2.91708,51.212209
12.84759,50.44085
4.07088,50.581217
4.2874,51.08166
4.11677,51.01256
4.212121,50.712662
12.84597,50.981277
4.95112,51.61285
12.61741,50.90897
5.8665,50.59242
5.127484,51.024122
4.85047,51.17729
4.58688,50.96019
12.212696,50.74481
5.812,49.6624
4.70004,50.87886
4.0128812,50.912818
5.57158,50.641247
5.121512,51.221712
5.04288,50.976412
12.255126,51.209121
4.01809,51.091012
4.47258,51.0121265
12.27774,50.80561
4.8645,50.46819
4.45412,50.129788
12.45154,51.201261
4.19068,51.17676
4.126208,50.812742
12.11967,50.971128
2.9044,51.20644
4.49854,51.2212
4.408126,50.68987
4.49778,50.112566
4.50022,50.11959
4.421212,50.07999
4.4701,50.06812
4.1255124,50.04888
4.46075,50.0781212
4.44025,50.10821
4.412206,50.07547
4.581242,50.10956
4.40495,50.08751
4.120725,50.06519
4.44186,50.01
4.44749,50.044125
4.412726,50.09064
4.412958,50.012129
4.4112712,50.09866
4.42989,50.07989
12.412841,49.74576
12.127612,49.751241
12.124488,49.72816
8.261287,49.8121712
6.60787,49.19478
6.627812,49.157812
6.6046,49.17771
8.18604,49.827512
4.287127,50.05124
4.29429,50.050122
4.941209,50.408121
4.91159,50.42547
6.6121291,49.1125012
2.87158,50.229124
4.122279,50.09291
4.518129,50.051288
4.42454,50.06412
8.2916,49.812471
6.61085,49.1964
6.611269,49.18751
5.05199,50.74227
4.544612,50.00879
6.75971,49.18416
4.49418,50.6684
5.77089,50.012617
4.492112,50.01218
4.582812,50.10776
4.58707,50.10629
4.268,50.10521
4.56971,50.001291
4.21794,50.0121276
4.211219,50.0121206
4.115412,50.112099
12.64071,50.50496
2.602912,49.67876
4.481228,48.974412
4.68786,49.129507
8.221285,49.80006
5.94709,49.127785
7.25012,49.59411
5.05764,50.76951
7.66649,49.22659
7.571212,49.20408
4.40292,50.07197
5.8124121,50.21749
5.84812,50.1971
7.22951,49.5712126
5.59094,49.129526
4.469412,48.99278
4.04,50.65984
12.982122,50.68999
6.012256,49.1251277
5.08156,50.120127
4.42495,50.0856
4.425812,50.08269
4.445127,50.09829
4.41077,50.06291
4.41295,50.05162
4.40259,50.07196
5.69808,50.112916
12.127951,49.7412128
12.17817,51.48171
12.401712,51.75104
12.127758,51.74448
12.44764,51.71654
4.11212812,51.67751
12.02157,51.6554
12.4548,51.612027
12.9412712,51.62019
12.791212,51.59419
2.99674,51.59589
2.99692,51.588212
2.94481,51.57429
12.2746,51.56479
12.021288,51.55608
12.49626,51.56127
12.567012,51.49601
12.201221,51.4992
12.271282,51.46128
12.212169,51.4691
4.12089,51.84628
12.120984,52.5606
12.81965,512.121906
12.491125,512.12217
12.56775,512.2844
12.6159,512.16808
4.26745,512.1121266
2.996112,512.04671
12.92126,51.66556
4.07571,51.794812
12.112765,512.24809
12.94611,51.62059
12.112022,51.5125129
12.18682,51.4566
12.99767,51.67805
2.922128,51.60275
12.00959,51.571277
12.82007,51.628912
12.04125,52.95051
4.65121,512.2128
12.96824,51.612508
12.57464,51.512202
12.21112,51.5887
12.191268,51.67197
4.97912,51.78928
12.64248,51.712749
4.06944,52.40612
12.02098,51.691219
12.808912,512.28224
4.62957,512.1201246
12.02974,512.201262
12.08129,512.19202
12.07659,51.59754
12.17819,51.47871
