152792 4250525
129522 50451296
400676 50812615
552909 5067204
549662 5061946
44291212 51241296
446284 5126605
41278912 5114255
441929 51217128
440114 5121964
427818 5081915
428878 508049
4126707 5081566
450012 507861
4125758 50854128
4124959 5084812
441482 5121804
1272194 51051282
12711274 5110187
12711112 5104682
44414 5040848
420706 5048775
5120271 50912871
6016612 50612906
12120565 51121708
291708 51212209
1284759 5044085
407088 50581217
42874 5108166
411677 5101256
4212121 50712662
1284597 50981277
495112 51141285
1261741 5090897
586145 5059242
5127484 51024122
485047 5117729
458688 5096019
12212696 5074481
5812 4961424
470004 5087886
40128812 50912818
557158 50641247
5121512 51221712
504288 50976412
12255126 51209121
401809 51091012
447258 510121265
1227774 5080561
48645 5046819
445412 50129788
1245154 51201261
419068 5117676
4126208 50812742
1211967 50971128
29044 5120644
449854 512212
4408126 5068987
449778 50112566
450022 5011959
4421212 5007999
44701 5006812
41255124 5004888
446075 500781212
444025 5010821
4412206 5007547
4581242 5010956
440495 5008751
4120725 5006519
444186 5001212712
444749 50044125
4412726 5009064
4412958 50012129
44112712 5009866
442989 5007989
12412841 4974576
12127612 49751241
12124488 4972816
8261287 498121712
660787 4919478
6627812 49157812
66046 4917771
818604 49827512
4287127 5005124
429429 50050122
4941209 50408121
491159 5042547
66121291 491125012
287158 50229124
4122279 5009291
4518129 50051288
442454 50014412
829114 49812471
661085 4919144
6611269 4918751
505199 5074227
4544612 5000879
675971 4918416
449418 5014684
577089 50012617
4492112 5001218
4582812 5010776
458707 5010629
4268 5010521
456971 50001291
421794 500121276
4211219 500121206
4115412 50112099
1264071 5050496
2602912 4967876
4481228 48974412
468786 49129507
8221285 4980006
594709 49127785
725012 4959411
505764 5076951
766649 4922659
7571212 4920408
440292 5007197
58124121 5021749
584812 501971
722951 495712126
559094 49129526
4469412 4899278
404 5065984
12982122 5068999
6012256 491251277
508156 50120127
442495 5008514
4425812 5008269
4445127 5009829
441077 5006291
441295 5005162
440259 5007196
569808 50112916
12127951 497412128
1217817 5148171
12401712 5175104
12127758 5174448
1244764 5171654
411212812 5167751
1202157 516554
124548 51612027
129412712 5162019
12791212 5159419
299674 5159589
299692 51588212
294481 5157429
1227414 5156479
12021288 5155608
1249626 51514127
12567012 5149601
12201221 514992
12271282 5146128
12212169 5141491
412089 5184628
12120984 5251406
1281965 512121906
12491125 51212217
1256775 5122844
1214159 51216808
426745 5121121266
2996112 51204671
1292126 5166556
407571 51794812
12112765 51224809
1294611 5162059
12112022 515125129
1218682 514566
1299767 5167805
2922128 5160275
1200959 51571277
1282007 51628912
1204125 5295051
4145121 5122128
1296824 51612508
1257464 51512202
1221112 515887
12191268 5167197
497912 5178928
1264248 51712749
406944 5240612
1202098 51691219
12808912 51228224
462957 5121201246
1202974 512201262
1208129 51219202
1207659 5159754
1217819 5147871
12241271 515212912
1284122 51651225
12120564 512271294
1291108 5162051
1220596 5177641
121278125 5151212612
1214114 514984
49121206 51694012
251869 5575429
21284612 5572281
257745 55704612
246254 5569191
257217 55681224
25121281 5568002
257 5567674
2605912 55659612
227748 55642127
25642 55671215
2491255 5574205
25491212 55694012
256618 556751212
207272 556121274
2185812 55480126
170626 5571711
11251262 55129169
17801 55250612
187629 547685
01212869 5541044
012824 55129561
0599912 550604
221445 5554564
000156 5745599
05081 5744661
994624 5706982
992175 5704896
988692 5700965
0871281 5640588
024585 5620195
954529 5618425
020815 5615741
020617 5615408
8691246 569512124
9126497 5644841
848005 5562412
845616 5550849
8452012 5546597
85825 5648818
89842 56112504
8212982 5609147
9825124 5584675
9512616 5571078
972602 55569126
0012279 5645781
902966 56561296
912765 55491268
211621 5564252
2412699 5566942
975148 571498
997794 5606865
202969 5596892
244012 5584098
005708 5642878
245986 5564516
21290712 5562279
250772 5565054
241277 5571654
